model,horizon,number,value,state,params_batch_size,params_decoder_hidden_size,params_decoder_layers,params_dropout,params_early_stop_patience,params_encoder_n_layers,params_hidden_size,params_input_size,params_lr,params_scaler,duration,params_attn_dropout,params_n_head,params_colsample_bylevel,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample
lstm,10d,136,0.08696604414839265,COMPLETE,16.0,384.0,3.0,0.3774363475878561,34.0,2.0,64.0,36.0,5.423790970580265e-05,standard,0 days 00:00:08.566789,,,,,,,,,,,,
lstm,10d,137,0.06895381630147669,COMPLETE,16.0,384.0,3.0,0.3402954827431601,35.0,2.0,64.0,12.0,3.1541557874073206e-05,standard,0 days 00:00:08.532354,,,,,,,,,,,,
lstm,10d,138,0.06894013516315926,COMPLETE,16.0,384.0,3.0,0.3415603538401314,36.0,2.0,64.0,12.0,3.276665592565542e-05,standard,0 days 00:00:08.571982,,,,,,,,,,,,
lstm,10d,139,0.06896168096757489,COMPLETE,16.0,384.0,3.0,0.33444652301369143,36.0,2.0,64.0,12.0,3.244437942986942e-05,standard,0 days 00:00:08.527905,,,,,,,,,,,,
lstm,10d,140,0.06896306384232608,COMPLETE,16.0,384.0,3.0,0.31203194221523334,36.0,2.0,64.0,12.0,3.106537480046815e-05,standard,0 days 00:00:08.568663,,,,,,,,,,,,
lstm,10d,141,0.06896081211821581,COMPLETE,16.0,384.0,3.0,0.30549737768647883,36.0,2.0,64.0,12.0,3.2299839806340785e-05,standard,0 days 00:00:08.546621,,,,,,,,,,,,
lstm,10d,142,0.0689695622421248,COMPLETE,16.0,384.0,3.0,0.30823424548554623,36.0,2.0,64.0,12.0,3.2635805684290404e-05,standard,0 days 00:00:08.554677,,,,,,,,,,,,
lstm,10d,143,0.068946178124878,COMPLETE,16.0,384.0,3.0,0.2870335211582832,36.0,2.0,64.0,12.0,3.170146846171722e-05,standard,0 days 00:00:09.512731,,,,,,,,,,,,
lstm,10d,144,0.06895015805423307,COMPLETE,16.0,384.0,3.0,0.3308112377662208,36.0,2.0,64.0,12.0,3.100928781177809e-05,standard,0 days 00:00:09.898591,,,,,,,,,,,,
lstm,10d,145,0.08063453561517192,COMPLETE,16.0,384.0,3.0,0.2912627982725035,36.0,2.0,64.0,120.0,3.0245330694196872e-05,standard,0 days 00:00:09.227462,,,,,,,,,,,,
lstm,10d,146,0.06895063575295785,COMPLETE,16.0,384.0,3.0,0.33548571917419334,37.0,2.0,64.0,12.0,3.48572821581641e-05,standard,0 days 00:00:09.866394,,,,,,,,,,,,
lstm,10d,147,0.06895637584541334,COMPLETE,16.0,384.0,3.0,0.28819165059150054,37.0,2.0,64.0,12.0,3.486191918041843e-05,standard,0 days 00:00:09.896840,,,,,,,,,,,,
lstm,10d,148,0.06897167444129203,COMPLETE,16.0,384.0,3.0,0.2854831961469454,37.0,2.0,64.0,12.0,3.6536374033823605e-05,standard,0 days 00:00:09.071869,,,,,,,,,,,,
lstm,10d,149,0.06892507687751635,COMPLETE,16.0,384.0,3.0,0.3286273156060386,37.0,2.0,64.0,12.0,2.692471468895091e-05,standard,0 days 00:00:08.530506,,,,,,,,,,,,
lstm,15d,0,0.10425381586472077,COMPLETE,32.0,512.0,1.0,0.3005575058716044,37.0,4.0,64.0,120.0,0.001331121608073689,minmax,0 days 00:00:10.517748,,,,,,,,,,,,
lstm,15d,1,0.08065412809806059,COMPLETE,16.0,512.0,2.0,0.45466020103939103,35.0,2.0,32.0,24.0,5.9750279999602906e-05,standard,0 days 00:00:07.994827,,,,,,,,,,,,
lstm,15d,2,0.08786308953105704,COMPLETE,16.0,512.0,3.0,0.1792328642721363,42.0,2.0,128.0,72.0,2.2264204303769678e-05,standard,0 days 00:00:08.881232,,,,,,,,,,,,
lstm,15d,3,0.09165218636880704,COMPLETE,128.0,512.0,1.0,0.4040601897822085,38.0,2.0,512.0,36.0,0.000794714742465374,standard,0 days 00:00:11.283824,,,,,,,,,,,,
lstm,15d,4,0.08501807083234676,COMPLETE,16.0,128.0,2.0,0.025739375624994676,31.0,4.0,32.0,12.0,6.853925708853055e-05,standard,0 days 00:00:10.463977,,,,,,,,,,,,
lstm,15d,5,0.08202186387854013,COMPLETE,32.0,64.0,1.0,0.4386696766904905,42.0,3.0,128.0,48.0,5.940525755701928e-05,standard,0 days 00:00:09.448230,,,,,,,,,,,,
lstm,15d,6,0.0889853025854897,COMPLETE,16.0,192.0,2.0,0.32481644952360733,33.0,3.0,512.0,36.0,0.0035291509251299,standard,0 days 00:00:13.993990,,,,,,,,,,,,
lstm,15d,7,0.07922494794697649,COMPLETE,32.0,64.0,4.0,0.15846100257813883,34.0,4.0,96.0,36.0,3.22461774864237e-05,standard,0 days 00:00:10.725317,,,,,,,,,,,,
lstm,15d,8,0.0916822235102611,COMPLETE,64.0,384.0,3.0,0.1432706260641422,41.0,4.0,32.0,36.0,0.0005922427891922458,minmax,0 days 00:00:10.510546,,,,,,,,,,,,
lstm,15d,9,0.0751690617859522,COMPLETE,16.0,192.0,2.0,0.13996694847297142,31.0,2.0,384.0,36.0,0.007321428778380786,robust,0 days 00:00:11.093960,,,,,,,,,,,,
lstm,15d,10,0.09564102425786727,COMPLETE,32.0,384.0,4.0,0.4701151207124788,31.0,2.0,64.0,36.0,0.0005326262097599815,minmax,0 days 00:00:09.087607,,,,,,,,,,,,
lstm,15d,11,0.09551627603002688,COMPLETE,16.0,32.0,4.0,0.3882064803709984,31.0,2.0,256.0,36.0,0.0001052956962803246,minmax,0 days 00:00:11.981620,,,,,,,,,,,,
lstm,15d,12,0.0801526257606764,COMPLETE,32.0,384.0,4.0,0.17545750627603934,43.0,4.0,512.0,48.0,2.244920931433379e-05,robust,0 days 00:00:18.169378,,,,,,,,,,,,
lstm,15d,13,0.12187316002491105,COMPLETE,64.0,384.0,3.0,0.2916843825485798,38.0,3.0,512.0,120.0,0.007700477308294278,minmax,0 days 00:00:20.500515,,,,,,,,,,,,
lstm,15d,14,0.07821535059778169,COMPLETE,128.0,64.0,2.0,0.48719740383308324,30.0,1.0,64.0,72.0,0.00909143071669246,standard,0 days 00:00:06.143120,,,,,,,,,,,,
lstm,15d,15,0.08861728498492352,COMPLETE,16.0,96.0,4.0,0.2777158528013137,42.0,3.0,384.0,24.0,0.0020275064549386645,standard,0 days 00:00:12.909489,,,,,,,,,,,,
lstm,15d,16,0.08429756525370301,COMPLETE,32.0,512.0,1.0,0.4520793472468742,40.0,1.0,32.0,24.0,0.00011085783711666661,robust,0 days 00:00:05.981245,,,,,,,,,,,,
lstm,15d,17,0.08265068767566429,COMPLETE,128.0,256.0,1.0,0.044351266878527806,41.0,1.0,64.0,120.0,2.3009522878251242e-05,minmax,0 days 00:00:06.193821,,,,,,,,,,,,
lstm,15d,18,0.09664201552796842,COMPLETE,128.0,192.0,2.0,0.13462161547469048,36.0,1.0,64.0,24.0,0.00013547291924247333,minmax,0 days 00:00:06.155338,,,,,,,,,,,,
lstm,15d,19,0.07929082226187832,COMPLETE,16.0,128.0,2.0,0.26225569478512734,32.0,2.0,384.0,96.0,0.00017029052365462639,minmax,0 days 00:00:15.950261,,,,,,,,,,,,
lstm,15d,20,0.09947880485930391,COMPLETE,16.0,192.0,1.0,0.12732032738188193,39.0,4.0,256.0,48.0,0.0011079193990007916,minmax,0 days 00:00:17.229668,,,,,,,,,,,,
lstm,15d,21,0.10393161994418132,COMPLETE,128.0,256.0,2.0,0.2513601950462396,42.0,1.0,32.0,36.0,4.973224739993157e-05,minmax,0 days 00:00:05.977222,,,,,,,,,,,,
lstm,15d,22,0.12087375500786943,COMPLETE,16.0,96.0,4.0,0.3600182682730372,30.0,4.0,64.0,96.0,0.0008383838400775539,minmax,0 days 00:00:10.897391,,,,,,,,,,,,
lstm,15d,23,0.10427020991296451,COMPLETE,32.0,192.0,2.0,0.46042094130868616,37.0,1.0,256.0,120.0,0.004070887363880804,minmax,0 days 00:00:11.465641,,,,,,,,,,,,
lstm,15d,24,0.09670208419771233,COMPLETE,128.0,96.0,1.0,0.2510975051656213,36.0,3.0,512.0,120.0,0.0006111601825712035,standard,0 days 00:00:20.512467,,,,,,,,,,,,
lstm,15d,25,0.07319778408222827,COMPLETE,32.0,128.0,1.0,0.05205429099228692,31.0,1.0,64.0,36.0,0.002510430809059628,standard,0 days 00:00:06.096695,,,,,,,,,,,,
lstm,15d,26,0.07881883414913582,COMPLETE,64.0,32.0,1.0,0.3818028970798804,32.0,2.0,512.0,72.0,2.632325114433727e-05,standard,0 days 00:00:14.766979,,,,,,,,,,,,
lstm,15d,27,0.08594092926151978,COMPLETE,32.0,32.0,4.0,0.4572059729624799,37.0,3.0,96.0,12.0,0.00018043117389568452,robust,0 days 00:00:10.301927,,,,,,,,,,,,
lstm,15d,28,0.08843432084389294,COMPLETE,16.0,192.0,3.0,0.1232010166195534,42.0,3.0,64.0,72.0,0.0028662030447960626,standard,0 days 00:00:10.226142,,,,,,,,,,,,
lstm,15d,29,0.09731614932145109,COMPLETE,32.0,96.0,4.0,0.4855291225826839,35.0,3.0,32.0,12.0,0.006804550904198495,standard,0 days 00:00:10.626594,,,,,,,,,,,,
lstm,15d,30,0.09405145989562075,COMPLETE,32.0,96.0,2.0,0.23993781015195442,45.0,2.0,192.0,24.0,0.0007629856846111094,robust,0 days 00:00:11.759234,,,,,,,,,,,,
lstm,15d,31,0.08017186876266814,COMPLETE,128.0,256.0,1.0,0.2563442555082543,32.0,4.0,128.0,96.0,4.920502254761879e-05,standard,0 days 00:00:11.333193,,,,,,,,,,,,
lstm,15d,32,0.0841347584341958,COMPLETE,16.0,96.0,4.0,0.186344258506157,34.0,4.0,64.0,36.0,6.0153562283478e-05,standard,0 days 00:00:12.192132,,,,,,,,,,,,
lstm,15d,33,0.07881285436474267,COMPLETE,32.0,128.0,2.0,0.3717541281458039,38.0,4.0,96.0,36.0,3.0358456568497093e-05,robust,0 days 00:00:10.880021,,,,,,,,,,,,
lstm,15d,34,0.08861780586316617,COMPLETE,16.0,128.0,1.0,0.37482591587146236,41.0,1.0,384.0,96.0,2.4561716845766724e-05,minmax,0 days 00:00:12.681655,,,,,,,,,,,,
lstm,15d,35,0.08885135853016483,COMPLETE,128.0,96.0,2.0,0.01556704144225568,39.0,4.0,128.0,24.0,0.0009015721260209727,minmax,0 days 00:00:08.163996,,,,,,,,,,,,
lstm,15d,36,0.0814847300603376,COMPLETE,32.0,512.0,1.0,0.30001027405965186,35.0,3.0,64.0,48.0,7.498730336620308e-05,robust,0 days 00:00:04.806002,,,,,,,,,,,,
lstm,15d,37,0.07964175164436402,COMPLETE,16.0,96.0,1.0,0.27064816765053523,30.0,1.0,384.0,36.0,0.001340236861112883,standard,0 days 00:00:04.714523,,,,,,,,,,,,
lstm,15d,38,0.08586689551114907,COMPLETE,64.0,128.0,4.0,0.03609920448958792,37.0,4.0,128.0,72.0,1.2358265085420936e-05,minmax,0 days 00:00:05.800514,,,,,,,,,,,,
lstm,15d,39,0.10389432987653363,COMPLETE,16.0,128.0,1.0,0.2461389282240174,37.0,1.0,256.0,48.0,5.516876007075893e-05,minmax,0 days 00:00:04.741501,,,,,,,,,,,,
lstm,15d,40,0.06878810665555793,COMPLETE,32.0,64.0,3.0,0.07852961254104025,33.0,2.0,96.0,72.0,0.0053958856849418025,robust,0 days 00:00:04.694323,,,,,,,,,,,,
lstm,15d,41,0.07604760123145976,COMPLETE,32.0,64.0,3.0,0.08101207669264854,30.0,2.0,96.0,72.0,0.005583312573007858,robust,0 days 00:00:04.695185,,,,,,,,,,,,
lstm,15d,42,0.07064299033074013,COMPLETE,32.0,64.0,3.0,0.06754340955114402,30.0,2.0,96.0,72.0,0.009585540457946788,robust,0 days 00:00:04.702305,,,,,,,,,,,,
lstm,15d,43,0.07450852190600979,COMPLETE,32.0,64.0,3.0,0.07014387717666398,33.0,2.0,96.0,72.0,0.005345012502543698,robust,0 days 00:00:04.692471,,,,,,,,,,,,
lstm,15d,44,0.0703406516465461,COMPLETE,32.0,64.0,3.0,0.08291209730700963,33.0,2.0,96.0,72.0,0.0046990554312928215,robust,0 days 00:00:09.804036,,,,,,,,,,,,
lstm,15d,45,0.07740298981235891,COMPLETE,32.0,64.0,3.0,0.07138387071308462,33.0,2.0,96.0,72.0,0.004442965043578597,robust,0 days 00:00:09.762128,,,,,,,,,,,,
lstm,15d,46,0.07591723099686436,COMPLETE,32.0,64.0,3.0,0.08177915742943968,33.0,2.0,96.0,72.0,0.002489588313146855,robust,0 days 00:00:09.858167,,,,,,,,,,,,
lstm,15d,47,0.07559823701996707,COMPLETE,32.0,64.0,3.0,0.10757423399661142,34.0,2.0,96.0,72.0,0.00996470214370733,robust,0 days 00:00:09.860240,,,,,,,,,,,,
lstm,15d,48,0.07295482406773146,COMPLETE,32.0,64.0,3.0,0.0015320638590416852,32.0,2.0,96.0,72.0,0.001850304975453294,robust,0 days 00:00:09.690296,,,,,,,,,,,,
lstm,15d,49,0.07207094810101836,COMPLETE,32.0,64.0,3.0,0.0007470351736356545,31.0,2.0,96.0,72.0,0.0018408735908362803,robust,0 days 00:00:09.899047,,,,,,,,,,,,
lstm,15d,50,0.07908201302218237,COMPLETE,32.0,64.0,3.0,0.0056637282823113755,32.0,2.0,96.0,72.0,0.0016176302658366727,robust,0 days 00:00:09.872497,,,,,,,,,,,,
lstm,15d,51,0.07222821641130117,COMPLETE,32.0,64.0,3.0,0.05192713948174866,31.0,2.0,96.0,72.0,0.003140672267384715,robust,0 days 00:00:05.044275,,,,,,,,,,,,
lstm,15d,52,0.07959984947826951,COMPLETE,32.0,64.0,3.0,0.0013316105267061947,31.0,2.0,96.0,72.0,0.003264623816025542,robust,0 days 00:00:04.694386,,,,,,,,,,,,
lstm,15d,53,0.07697637877734115,COMPLETE,32.0,64.0,3.0,0.10630162080474545,31.0,2.0,96.0,72.0,0.0019180785982525499,robust,0 days 00:00:04.698088,,,,,,,,,,,,
lstm,15d,54,0.06944726277863003,COMPLETE,32.0,64.0,3.0,0.05315925951346095,32.0,2.0,96.0,72.0,0.005248972760445642,robust,0 days 00:00:04.696756,,,,,,,,,,,,
lstm,15d,55,0.07128424366922304,COMPLETE,32.0,64.0,3.0,0.05549471952998917,33.0,2.0,192.0,72.0,0.005382838196439884,robust,0 days 00:00:14.100894,,,,,,,,,,,,
lstm,15d,56,0.07840715534911769,COMPLETE,32.0,64.0,3.0,0.02994382872571716,33.0,2.0,192.0,72.0,0.005618323262537418,robust,0 days 00:00:14.088202,,,,,,,,,,,,
lstm,15d,57,0.06506840092959872,COMPLETE,32.0,64.0,3.0,0.10316944556223559,34.0,2.0,192.0,72.0,0.007760227691839464,robust,0 days 00:00:14.078366,,,,,,,,,,,,
lstm,15d,58,0.06939921756989323,COMPLETE,32.0,64.0,3.0,0.15988888588247946,34.0,2.0,192.0,72.0,0.008179816048812214,robust,0 days 00:00:14.088987,,,,,,,,,,,,
lstm,15d,59,0.07044406865305838,COMPLETE,64.0,64.0,3.0,0.16638438096042116,34.0,2.0,192.0,72.0,0.007479374810296741,robust,0 days 00:00:14.098494,,,,,,,,,,,,
lstm,15d,60,0.07506355939073847,COMPLETE,64.0,384.0,3.0,0.19667096578062146,35.0,2.0,192.0,72.0,0.007461855846383437,robust,0 days 00:00:14.438875,,,,,,,,,,,,
lstm,15d,61,0.0706438917039381,COMPLETE,64.0,64.0,3.0,0.1601443025155462,34.0,2.0,192.0,72.0,0.00895163084401463,robust,0 days 00:00:14.098175,,,,,,,,,,,,
lstm,15d,62,0.07801211670229347,COMPLETE,64.0,64.0,3.0,0.0985418363540584,34.0,2.0,192.0,72.0,0.004156052661747014,robust,0 days 00:00:14.103358,,,,,,,,,,,,
lstm,15d,63,0.07595724572067084,COMPLETE,64.0,64.0,3.0,0.21734843296813483,35.0,2.0,192.0,72.0,0.006778201648716631,robust,0 days 00:00:14.099003,,,,,,,,,,,,
lstm,15d,64,0.07989517669250659,COMPLETE,32.0,64.0,3.0,0.14858518466133194,36.0,2.0,192.0,12.0,0.009982263849589116,robust,0 days 00:00:06.218899,,,,,,,,,,,,
lstm,15d,65,0.0793799198760701,COMPLETE,32.0,64.0,3.0,0.1235431008346118,34.0,2.0,192.0,72.0,0.00037540982305833904,robust,0 days 00:00:14.111326,,,,,,,,,,,,
lstm,15d,66,0.07236150374551523,COMPLETE,32.0,512.0,3.0,0.09088113759061457,32.0,2.0,192.0,72.0,0.004196766592409845,robust,0 days 00:00:14.631787,,,,,,,,,,,,
lstm,15d,67,0.07221614753730876,COMPLETE,64.0,64.0,3.0,0.1653639071794135,32.0,2.0,192.0,120.0,0.007929051073698705,robust,0 days 00:00:20.424844,,,,,,,,,,,,
lstm,15d,68,0.07628042395728091,COMPLETE,32.0,32.0,3.0,0.10966944049104188,33.0,3.0,96.0,72.0,0.00602597383904535,robust,0 days 00:00:04.973305,,,,,,,,,,,,
lstm,15d,69,0.07106341089946984,COMPLETE,32.0,256.0,3.0,0.06237690665833127,35.0,2.0,32.0,72.0,0.004686454438289004,robust,0 days 00:00:04.740157,,,,,,,,,,,,
lstm,15d,70,0.07698905263108485,COMPLETE,32.0,64.0,3.0,0.1478730601192391,36.0,2.0,512.0,72.0,0.0037328284157464816,robust,0 days 00:00:08.285541,,,,,,,,,,,,
lstm,15d,71,0.07140922832748904,COMPLETE,64.0,64.0,3.0,0.16947965253850716,34.0,2.0,192.0,72.0,0.008490069061922435,robust,0 days 00:00:14.095977,,,,,,,,,,,,
lstm,15d,72,0.070973663587231,COMPLETE,64.0,64.0,3.0,0.20182257346763227,34.0,2.0,192.0,72.0,0.00675279052986608,robust,0 days 00:00:14.107427,,,,,,,,,,,,
lstm,15d,73,0.06679332480792072,COMPLETE,64.0,64.0,3.0,0.13111960981358659,34.0,2.0,192.0,72.0,0.008608619417856804,robust,0 days 00:00:14.094997,,,,,,,,,,,,
lstm,15d,74,0.08688218875229484,COMPLETE,64.0,64.0,3.0,0.13430184419066105,35.0,2.0,192.0,12.0,0.002581410390501328,robust,0 days 00:00:06.218209,,,,,,,,,,,,
lstm,15d,75,0.07347753698990313,COMPLETE,64.0,384.0,3.0,0.08869452836865492,33.0,2.0,256.0,72.0,0.007953297499267094,robust,0 days 00:00:07.575727,,,,,,,,,,,,
lstm,15d,76,0.07369901112107963,COMPLETE,32.0,64.0,3.0,0.11784662101210336,32.0,2.0,96.0,96.0,0.004753857015087905,robust,0 days 00:00:04.760417,,,,,,,,,,,,
lstm,15d,77,0.07032203415382467,COMPLETE,64.0,64.0,4.0,0.041548885402246924,30.0,2.0,192.0,72.0,0.00640582671179468,robust,0 days 00:00:14.252699,,,,,,,,,,,,
lstm,15d,78,0.07245359251482783,COMPLETE,64.0,512.0,4.0,0.02091642056711905,36.0,3.0,192.0,48.0,0.006622852115583986,robust,0 days 00:00:15.676713,,,,,,,,,,,,
lstm,15d,79,0.08187829524576906,COMPLETE,64.0,192.0,4.0,0.035877667440162506,33.0,2.0,192.0,24.0,0.005024462810027703,robust,0 days 00:00:08.143824,,,,,,,,,,,,
lstm,15d,80,0.07229580283304439,COMPLETE,64.0,64.0,4.0,0.043936477909140466,30.0,1.0,192.0,120.0,0.0038455490912379544,robust,0 days 00:00:12.246413,,,,,,,,,,,,
lstm,15d,81,0.07079745229794734,COMPLETE,64.0,64.0,2.0,0.07363620796446925,30.0,2.0,192.0,72.0,0.009910269583594963,robust,0 days 00:00:13.936440,,,,,,,,,,,,
lstm,15d,82,0.07556847711886194,COMPLETE,32.0,64.0,3.0,0.09668028582001702,30.0,2.0,128.0,72.0,0.006388551777351128,robust,0 days 00:00:05.014201,,,,,,,,,,,,
lstm,15d,83,0.06956601405465848,COMPLETE,128.0,64.0,3.0,0.14052103227925614,34.0,2.0,96.0,72.0,0.008038660257919187,robust,0 days 00:00:04.713425,,,,,,,,,,,,
lstm,15d,84,0.07789932126246346,COMPLETE,128.0,32.0,4.0,0.18153420023324177,34.0,2.0,384.0,72.0,0.008096103779366152,robust,0 days 00:00:07.369545,,,,,,,,,,,,
lstm,15d,85,0.07447252924802548,COMPLETE,128.0,64.0,2.0,0.3274961580699077,33.0,2.0,96.0,72.0,0.003560834535504274,robust,0 days 00:00:04.546550,,,,,,,,,,,,
lstm,15d,86,0.06993642044280289,COMPLETE,128.0,256.0,3.0,0.1301565543555779,35.0,2.0,192.0,72.0,0.00589470236197209,robust,0 days 00:00:14.258928,,,,,,,,,,,,
lstm,15d,87,0.07382112095272424,COMPLETE,128.0,256.0,3.0,0.1435470815607897,35.0,2.0,32.0,72.0,0.0028875939003522636,robust,0 days 00:00:04.732770,,,,,,,,,,,,
lstm,15d,88,0.07461496892778466,COMPLETE,128.0,256.0,4.0,0.11855828683249521,32.0,2.0,96.0,72.0,0.0054622811869821835,robust,0 days 00:00:05.136683,,,,,,,,,,,,
lstm,15d,89,0.07141404495321783,COMPLETE,128.0,256.0,3.0,0.1076203689774653,34.0,2.0,512.0,96.0,0.002290387471941593,robust,0 days 00:00:12.450679,,,,,,,,,,,,
lstm,15d,90,0.07279498355510773,COMPLETE,128.0,256.0,3.0,0.1363865356566889,36.0,2.0,96.0,72.0,0.006139210299328425,robust,0 days 00:00:09.966045,,,,,,,,,,,,
lstm,15d,91,0.07390208765551554,COMPLETE,128.0,64.0,3.0,0.1499827191512217,34.0,2.0,192.0,72.0,0.007145789326994732,robust,0 days 00:00:19.869630,,,,,,,,,,,,
lstm,15d,92,0.07757786091619574,COMPLETE,128.0,64.0,3.0,0.08126992795718313,33.0,2.0,192.0,72.0,0.004688297947390072,robust,0 days 00:00:19.828986,,,,,,,,,,,,
lstm,15d,93,0.0723964067720175,COMPLETE,64.0,64.0,3.0,0.12500717534759737,35.0,2.0,192.0,72.0,0.008347224208132038,robust,0 days 00:00:20.055718,,,,,,,,,,,,
lstm,15d,94,0.07450593781758451,COMPLETE,128.0,64.0,3.0,0.41212090597596474,35.0,2.0,192.0,72.0,0.005796235033992505,robust,0 days 00:00:19.660733,,,,,,,,,,,,
lstm,15d,95,0.07377644973112507,COMPLETE,64.0,64.0,3.0,0.05633090655472424,34.0,2.0,256.0,48.0,0.007225664734247174,robust,0 days 00:00:15.297508,,,,,,,,,,,,
lstm,15d,96,0.06867018572890494,COMPLETE,32.0,384.0,3.0,0.21914230691214018,33.0,2.0,192.0,72.0,0.0034761891292029072,robust,0 days 00:00:20.446239,,,,,,,,,,,,
lstm,15d,97,0.07824169505568065,COMPLETE,32.0,384.0,3.0,0.046442775099519176,32.0,2.0,96.0,24.0,0.003633281625105316,robust,0 days 00:00:09.664368,,,,,,,,,,,,
lstm,15d,98,0.0791290390629121,COMPLETE,32.0,384.0,2.0,0.21661253428318822,33.0,2.0,192.0,12.0,0.004424922824106032,robust,0 days 00:00:10.518976,,,,,,,,,,,,
lstm,15d,99,0.07697028643539502,COMPLETE,32.0,384.0,3.0,0.2203731487675537,33.0,1.0,128.0,72.0,0.0032555691178250794,robust,0 days 00:00:08.455347,,,,,,,,,,,,
lstm,15d,100,0.07649725573989913,COMPLETE,32.0,384.0,3.0,0.19000349159080032,31.0,2.0,384.0,72.0,0.00514067838844302,standard,0 days 00:00:16.493298,,,,,,,,,,,,
lstm,15d,101,0.07154912478308478,COMPLETE,32.0,64.0,3.0,0.17608073511356861,34.0,2.0,192.0,72.0,0.008887122463608418,robust,0 days 00:00:19.818708,,,,,,,,,,,,
lstm,15d,102,0.07132675999530744,COMPLETE,32.0,192.0,3.0,0.15574608428509282,34.0,2.0,192.0,72.0,0.006260876395620962,robust,0 days 00:00:20.188655,,,,,,,,,,,,
lstm,15d,103,0.0824373053941646,COMPLETE,128.0,64.0,3.0,0.13418896018227883,33.0,2.0,192.0,72.0,0.00707470612924228,robust,0 days 00:00:19.574288,,,,,,,,,,,,
lstm,15d,104,0.06449306647145993,COMPLETE,64.0,64.0,3.0,0.10056060126652094,35.0,2.0,192.0,72.0,0.008393891508730328,robust,0 days 00:00:14.071456,,,,,,,,,,,,
lstm,15d,105,0.07328423820949372,COMPLETE,32.0,256.0,3.0,0.09879953168176894,35.0,2.0,96.0,72.0,0.008500298813219214,robust,0 days 00:00:04.838816,,,,,,,,,,,,
lstm,15d,106,0.07467113891710318,COMPLETE,32.0,512.0,3.0,0.07704597516792623,32.0,2.0,192.0,72.0,0.005791611477564621,robust,0 days 00:00:14.612316,,,,,,,,,,,,
lstm,15d,107,0.07862283468425044,COMPLETE,64.0,128.0,3.0,0.06413347942794573,36.0,3.0,192.0,120.0,0.004055292860125909,robust,0 days 00:00:28.661157,,,,,,,,,,,,
lstm,15d,108,0.09009224351668507,COMPLETE,16.0,64.0,3.0,0.08697073608359854,35.0,2.0,96.0,36.0,0.000249283481532787,robust,0 days 00:00:04.626127,,,,,,,,,,,,
lstm,15d,109,0.0978117211091166,COMPLETE,32.0,32.0,3.0,0.1148305400918221,45.0,2.0,192.0,72.0,0.005038442714842642,minmax,0 days 00:00:13.775581,,,,,,,,,,,,
lstm,15d,110,0.06776577717017739,COMPLETE,128.0,64.0,3.0,0.09907858834592109,44.0,2.0,96.0,72.0,0.009994808686947939,robust,0 days 00:00:04.712205,,,,,,,,,,,,
lstm,15d,111,0.06980674500511239,COMPLETE,128.0,64.0,3.0,0.09581822355450603,44.0,2.0,96.0,72.0,0.00870969575691486,robust,0 days 00:00:04.703973,,,,,,,,,,,,
lstm,15d,112,0.06795968197114433,COMPLETE,128.0,64.0,3.0,0.0981983321493639,39.0,2.0,96.0,72.0,0.009677923031132641,robust,0 days 00:00:04.690209,,,,,,,,,,,,
lstm,15d,113,0.07338851653374623,COMPLETE,128.0,64.0,3.0,0.09735602069393692,44.0,2.0,96.0,72.0,0.009149763714517967,robust,0 days 00:00:04.694948,,,,,,,,,,,,
lstm,15d,114,0.0776600429568071,COMPLETE,128.0,64.0,3.0,0.1310866602931799,44.0,2.0,96.0,72.0,0.007957291750681772,robust,0 days 00:00:04.689411,,,,,,,,,,,,
lstm,15d,115,0.0674947873811367,COMPLETE,128.0,64.0,3.0,0.10844870936889923,40.0,2.0,96.0,72.0,0.009884148683251997,robust,0 days 00:00:04.703531,,,,,,,,,,,,
lstm,15d,116,0.06195892066272908,COMPLETE,128.0,64.0,3.0,0.10477258652933441,39.0,2.0,96.0,72.0,0.009874000181959034,robust,0 days 00:00:04.691688,,,,,,,,,,,,
lstm,15d,117,0.07741106950400513,COMPLETE,128.0,64.0,3.0,0.11394559835033279,39.0,2.0,96.0,72.0,0.009364018795272794,robust,0 days 00:00:04.693683,,,,,,,,,,,,
lstm,15d,118,0.07548898710730968,COMPLETE,128.0,64.0,3.0,0.10510480210562498,38.0,2.0,96.0,72.0,0.007410020405401555,robust,0 days 00:00:04.704862,,,,,,,,,,,,
lstm,15d,119,0.07991597450458525,COMPLETE,128.0,64.0,3.0,0.06838305402261433,40.0,2.0,96.0,96.0,0.009693345279399213,standard,0 days 00:00:09.961465,,,,,,,,,,,,
lstm,15d,120,0.07126864908613358,COMPLETE,128.0,64.0,3.0,0.1417944552937221,40.0,2.0,96.0,72.0,0.007513181689106557,robust,0 days 00:00:05.221185,,,,,,,,,,,,
lstm,15d,121,0.07174262157034053,COMPLETE,128.0,64.0,3.0,0.09082272837288305,39.0,2.0,96.0,72.0,0.009032738858629687,robust,0 days 00:00:04.706568,,,,,,,,,,,,
lstm,15d,122,0.0695300116765906,COMPLETE,128.0,64.0,3.0,0.10254669220571937,43.0,2.0,96.0,72.0,0.009798602062716658,robust,0 days 00:00:04.690033,,,,,,,,,,,,
lstm,15d,123,0.07245248774545326,COMPLETE,128.0,64.0,3.0,0.1173070472079912,39.0,2.0,96.0,72.0,0.009725991917177669,robust,0 days 00:00:04.704350,,,,,,,,,,,,
