model,horizon,number,value,state,params_batch_size,params_decoder_hidden_size,params_decoder_layers,params_dropout,params_early_stop_patience,params_encoder_n_layers,params_hidden_size,params_input_size,params_lr,params_scaler,duration,params_attn_dropout,params_n_head,params_colsample_bylevel,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample
xgb,15d,26,0.1281533183417576,COMPLETE,,,,,,,,,,,0 days 00:00:09.181665,,,0.8444611706525227,0.9264238431567733,0.06455595882939565,0.002388265226050822,15.0,14.0,1250.0,0.006272717891973826,0.002937373830257726,0.710997791418242
xgb,15d,27,0.150667666809218,COMPLETE,,,,,,,,,,,0 days 00:00:01.532057,,,0.7009097768123198,0.7068054393165627,0.0397974937410311,0.21887803414498835,13.0,16.0,1650.0,0.32347028135895695,0.9527157550070945,0.9479443315338828
xgb,15d,28,0.13427513559724094,COMPLETE,,,,,,,,,,,0 days 00:00:01.920308,,,0.42156536427804525,0.7469680845977045,0.014810800730363494,0.010320176463726334,7.0,10.0,1800.0,0.0027083591868016814,0.08998420889037455,0.45638916390452144
xgb,15d,29,0.1188301742517269,COMPLETE,,,,,,,,,,,0 days 00:00:00.199288,,,0.7133459560328826,0.4762363075911309,0.0007299348683062313,0.16602528666156435,3.0,16.0,150.0,0.13015245940393158,0.00026713901787135674,0.6161143848467577
xgb,15d,30,0.13015283418459,COMPLETE,,,,,,,,,,,0 days 00:00:00.775561,,,0.9855112476775207,0.835654800233597,0.0019580595319750394,0.028784452713748597,9.0,11.0,200.0,0.9460867797081399,0.0022602748689012596,0.782457940898924
xgb,15d,31,0.14783367395368036,COMPLETE,,,,,,,,,,,0 days 00:00:00.745947,,,0.8175845236562188,0.9015880723073235,0.000493375160044834,0.0011706333595970213,4.0,9.0,950.0,0.000605599089237291,0.0017832592720985773,0.977589048806755
xgb,15d,32,0.14186423331282821,COMPLETE,,,,,,,,,,,0 days 00:00:04.167921,,,0.8427381500174611,0.9729191683979165,0.027982272717049284,0.06051358975771834,12.0,12.0,1150.0,0.012531420756075008,0.001732427015494911,0.5679603381675657
xgb,15d,33,0.15656849358023983,COMPLETE,,,,,,,,,,,0 days 00:00:01.664498,,,0.4244372813913821,0.4276015852130517,0.0652576510834236,0.0010935725341165963,12.0,18.0,750.0,0.02348924974272152,0.0003084400772723215,0.46964358430414976
xgb,15d,34,0.12481142546237042,COMPLETE,,,,,,,,,,,0 days 00:00:02.617950,,,0.76951005883133,0.639102840638424,0.00015178052094448884,0.0029340441971813245,9.0,13.0,1050.0,0.007465571739720186,0.13467890557370732,0.6603109895427839
xgb,15d,35,0.135353672939843,COMPLETE,,,,,,,,,,,0 days 00:00:04.670867,,,0.7854515669237894,0.4423412484402579,0.022034455606330692,0.05995071316732546,14.0,1.0,1050.0,5.025175192217658,0.07539992074650277,0.49776065624885785
xgb,15d,36,0.13473367100065353,COMPLETE,,,,,,,,,,,0 days 00:00:01.929893,,,0.6316615826804646,0.9648788852659151,0.418217852675745,0.017250862192012544,11.0,20.0,850.0,0.0009526989223125313,0.00022223195374893774,0.727370073589561
xgb,15d,37,0.21240435370900845,COMPLETE,,,,,,,,,,,0 days 00:00:00.224029,,,0.5913853781762568,0.44271318907613744,0.00012390468928182043,0.001798451449427023,3.0,17.0,250.0,1.1812516086413092,0.0025661017560409524,0.8098040640498141
xgb,15d,38,0.13522134085118906,COMPLETE,,,,,,,,,,,0 days 00:00:02.104760,,,0.8820885582309091,0.8410426262823314,0.0005125758907937938,0.04983080210749127,12.0,6.0,300.0,0.5663354641950935,1.0818665579547861,0.9264832081162317
xgb,15d,39,0.13687322483931658,COMPLETE,,,,,,,,,,,0 days 00:00:02.880678,,,0.9584543953621388,0.6044821241518107,0.0051996739238783195,0.010094054717797195,8.0,18.0,2000.0,0.5680091593981321,0.5925354938619758,0.8658477764451982
xgb,15d,40,0.11724737450102686,COMPLETE,,,,,,,,,,,0 days 00:00:00.388659,,,0.470063401981607,0.6662874516421173,0.0018611008595905314,0.004035549751692791,4.0,4.0,450.0,0.00041566988970566257,0.0001044009977062315,0.6635758950332519
xgb,15d,41,0.11307373527207737,COMPLETE,,,,,,,,,,,0 days 00:00:00.421371,,,0.46017781882601755,0.6641476544597428,0.0009744396948419433,0.004337957203455122,4.0,4.0,500.0,0.00048055402932975115,0.00010670984542385057,0.6523229758010355
xgb,15d,42,0.1216691184786197,COMPLETE,,,,,,,,,,,0 days 00:00:00.413615,,,0.4713541691769196,0.6841492689631924,0.0012453233621529118,0.0032334380064745257,4.0,4.0,500.0,0.00034471600793841393,0.00010135457733196692,0.6595162882970408
xgb,15d,43,0.1213813248395487,COMPLETE,,,,,,,,,,,0 days 00:00:00.310789,,,0.4671856701988867,0.6770773070604459,0.0013683202807464657,0.0040400466508488985,3.0,4.0,400.0,0.0003498539017516413,0.0001011068872746797,0.6560109672319604
xgb,15d,44,0.11648703700731777,COMPLETE,,,,,,,,,,,0 days 00:00:00.394311,,,0.45454420175911486,0.7211744847537841,0.0002868624603717404,0.004194965024694569,4.0,2.0,450.0,0.10777913671156046,0.008656748913525913,0.6399884196302289
xgb,15d,45,0.11017448290646117,COMPLETE,,,,,,,,,,,0 days 00:00:00.423480,,,0.40166200018153636,0.7192578264433136,0.00034163290918728706,0.005687410846865714,4.0,3.0,500.0,0.0030962508532386738,0.016369336067731634,0.6510766435859224
xgb,15d,46,0.11877035522836697,COMPLETE,,,,,,,,,,,0 days 00:00:01.188563,,,0.40239061213733684,0.7190167617055762,0.00026628647159612166,0.0053432586725341265,5.0,2.0,1500.0,0.0035452432233678,0.008393035857809018,0.5602543451132378
xgb,15d,47,0.1149790794377096,COMPLETE,,,,,,,,,,,0 days 00:00:00.778611,,,0.4451748722202255,0.7338238196357246,0.0002918993988938601,0.004949645838963275,6.0,1.0,600.0,0.029279134829358188,0.00974398939026509,0.7493337721215686
xgb,15d,48,0.12502707487295472,COMPLETE,,,,,,,,,,,0 days 00:00:00.759718,,,0.44449278036281686,0.7858801929004817,0.0057166393389099885,0.014385780740818137,6.0,1.0,550.0,0.018548238806448562,0.012417856422177439,0.7536816497077259
xgb,15d,49,0.16034321098813323,COMPLETE,,,,,,,,,,,0 days 00:00:00.919402,,,0.5004892553253109,0.6425012525416975,0.0003410250571872522,0.4884076188757626,7.0,3.0,600.0,0.002212248046134374,0.0047998867124816255,0.8365223576070496
xgb,15d,50,0.11749950758769673,COMPLETE,,,,,,,,,,,0 days 00:00:01.123863,,,0.40130949925160087,0.7496389475720399,0.007572849695261561,0.005288043120903618,5.0,5.0,1400.0,0.0008761388035872066,0.0007787044847069935,0.4124089051266283
xgb,15d,51,0.11225501843703078,COMPLETE,,,,,,,,,,,0 days 00:00:00.371732,,,0.44464159942459297,0.7219427945746112,0.000246732293456643,0.0057272265401999796,4.0,2.0,400.0,0.041688103345577536,0.02249353424431361,0.6772523674702802
xgb,15d,52,0.11011944511259443,COMPLETE,,,,,,,,,,,0 days 00:00:00.468994,,,0.5218348646674833,0.6560539610902443,0.00020185970334629983,0.005711938288611698,4.0,3.0,650.0,0.04649257804677572,0.00015187379120684954,0.9962683136752168
xgb,15d,53,0.11260837644002523,COMPLETE,,,,,,,,,,,0 days 00:00:00.397242,,,0.5193101302543109,0.644204833726675,0.00019561689623185036,0.00879678464798503,5.0,3.0,350.0,0.033771934021662856,0.029125205631224876,0.9888707559721851
xgb,15d,54,0.11361056623696228,COMPLETE,,,,,,,,,,,0 days 00:00:00.435358,,,0.5288222073796022,0.6460507954600383,0.00018531112984071296,0.010473000990031733,5.0,3.0,400.0,0.045320305907017584,0.021419729332794152,0.9931570848006119
xgb,15d,55,0.1108127996352525,COMPLETE,,,,,,,,,,,0 days 00:00:00.279087,,,0.5206830565114868,0.6137704944232929,0.0001003953527202583,0.008561992683480006,3.0,5.0,350.0,0.014654118350157308,0.03809077762086782,0.9974422529198593
xgb,15d,56,0.1659429025873051,COMPLETE,,,,,,,,,,,0 days 00:00:00.208865,,,0.5693345769144846,0.6125155854838911,0.00010974551174082055,0.007589284079940614,3.0,5.0,100.0,0.011640125531212173,0.02589855459308035,0.9973739682579943
xgb,15d,57,0.11000883742298743,COMPLETE,,,,,,,,,,,0 days 00:00:00.300983,,,0.5135846016150012,0.6962923252375219,0.00020322042747757238,0.01268986001539863,3.0,3.0,350.0,0.06556446813160229,0.042646684990757806,0.9547913400946457
xgb,15d,58,0.11074325211620363,COMPLETE,,,,,,,,,,,0 days 00:00:00.403989,,,0.4908609246296115,0.6893823258643189,0.0003992838753265951,0.013239465794464762,3.0,2.0,700.0,0.05483182798072819,0.21950790730045552,0.9569331589352879
xgb,15d,59,0.11477372770186008,COMPLETE,,,,,,,,,,,0 days 00:00:00.414145,,,0.48385629126691404,0.7719359189129723,0.0003947824285383531,0.015257198870510967,3.0,5.0,700.0,0.06855066762216387,0.045243361223113364,0.9555833751134221
xgb,15d,60,0.11291691745020178,COMPLETE,,,,,,,,,,,0 days 00:00:00.382984,,,0.5729792838409463,0.8098237189578602,0.00016255144559101876,0.012884291476627603,3.0,6.0,550.0,0.2635170323090999,0.21825109190485736,0.8872018865591231
xgb,15d,61,0.11693335814949789,COMPLETE,,,,,,,,,,,0 days 00:00:00.314589,,,0.49001638020181354,0.6920950078809008,0.00023092378166688393,0.00638113521735348,4.0,2.0,300.0,0.06010616220715382,0.0551755930178838,0.9589848805502602
xgb,15d,62,0.1122867767870043,COMPLETE,,,,,,,,,,,0 days 00:00:00.407684,,,0.4316764204993513,0.7169120084455544,0.0007682832308781676,0.003302783853092124,3.0,3.0,700.0,0.019547961709645977,0.30160186809608613,0.9146476430896116
xgb,15d,63,0.11662489756906891,COMPLETE,,,,,,,,,,,0 days 00:00:00.373669,,,0.5143518732258323,0.7601331193689712,0.00013908604649789087,0.018773575964286648,4.0,2.0,400.0,0.08652540639449309,0.01567930575172371,0.9707048677032059
xgb,15d,64,0.11269132382695281,COMPLETE,,,,,,,,,,,0 days 00:00:00.331491,,,0.48381223281136876,0.6243501240081932,0.0001000920555068603,0.006599645192928154,4.0,1.0,350.0,0.009155499411850058,0.18871429471490642,0.910621323252963
xgb,15d,65,0.11798712762722151,COMPLETE,,,,,,,,,,,0 days 00:00:00.544993,,,0.4133357309928072,0.6948979317200364,0.000396805382203021,0.012221992469303604,5.0,8.0,600.0,0.004518900590142312,0.00048515875304915257,0.9467538890591203
xgb,15d,66,0.11359762415972739,COMPLETE,,,,,,,,,,,0 days 00:00:00.257315,,,0.43748550995275515,0.7335516376925537,0.00022256534439562813,0.00846434612931097,3.0,5.0,250.0,0.040866819950395365,0.004393658942205509,0.9061308467712101
xgb,15d,67,0.1127184152120615,COMPLETE,,,,,,,,,,,0 days 00:00:00.696622,,,0.6660473183324185,0.8103738436511408,0.00036834276777306,0.002836688265944059,4.0,3.0,950.0,0.16454393417219693,0.001072561904025987,0.863025034333852
xgb,15d,68,0.11350452777281946,COMPLETE,,,,,,,,,,,0 days 00:00:00.331824,,,0.5035307096508985,0.5759767418426053,0.17047818816051458,0.02599404190720176,3.0,4.0,500.0,0.027737795712539627,0.06364504353809385,0.9776517484860466
xgb,15d,69,0.13619341111962807,COMPLETE,,,,,,,,,,,0 days 00:00:00.490363,,,0.5295935982263379,0.6582047213425417,0.0006573696209666762,0.0014785484124023606,3.0,2.0,800.0,0.017445399527725013,0.03951754719274164,0.6839241605364504
xgb,15d,70,0.15997213715659916,COMPLETE,,,,,,,,,,,0 days 00:00:00.272692,,,0.5640414899759298,0.7070073726850823,0.00015999446182922092,0.005685077843865951,5.0,1.0,150.0,0.0001015766377552109,0.11962031559069479,0.9377213965068242
xgb,15d,71,0.1135502983131127,COMPLETE,,,,,,,,,,,0 days 00:00:00.391036,,,0.4273961390767095,0.7103824694321936,0.0008539480121818672,0.003300767344613889,3.0,3.0,650.0,0.019732764214150694,0.18937532983705235,0.912480269596085
xgb,15d,72,0.12097636780660867,COMPLETE,,,,,,,,,,,0 days 00:00:00.507589,,,0.43802494439155915,0.7387407070666346,0.00047022540783418337,0.0023874647085516997,4.0,3.0,700.0,0.05815936577310387,0.35213100898212496,0.9663505695255162
xgb,15d,73,0.12038719255538508,COMPLETE,,,,,,,,,,,0 days 00:00:00.322313,,,0.41675594330032084,0.7629336605238236,0.0002304320806033669,0.0035439880265534236,3.0,2.0,450.0,0.011913196545859133,0.3033975633137042,0.9280786841012798
xgb,15d,74,0.11183925191795195,COMPLETE,,,,,,,,,,,0 days 00:00:00.527220,,,0.48169781151884095,0.7243402073255236,0.00030513225499159387,0.008779173372844833,4.0,4.0,750.0,0.10546412454147504,3.8403742940386123,0.8687158920934815
xgb,15d,75,0.12325814442263283,COMPLETE,,,,,,,,,,,0 days 00:00:00.830529,,,0.5396308500133985,0.6211505432492458,0.0001004714429607208,0.011797444332275428,6.0,4.0,750.0,0.10136084975804913,5.131800475627835,0.8764026790081217
xgb,15d,76,0.1153389029360489,COMPLETE,,,,,,,,,,,0 days 00:00:00.597458,,,0.4833023073202242,0.798194939560396,0.00029957298338535715,0.008955053228888387,4.0,5.0,850.0,0.24613085834432719,2.2970176232248565,0.9470905676450706
xgb,15d,77,0.11671888511548804,COMPLETE,,,,,,,,,,,0 days 00:00:00.432140,,,0.4559593819980636,0.6922139593941821,0.0001747013535820692,0.019208529664686138,4.0,6.0,550.0,0.0414236430201463,3.5330660375511305,0.9804738960248556
xgb,15d,78,0.11361985283969482,COMPLETE,,,,,,,,,,,0 days 00:00:00.411706,,,0.5562898514003309,0.5879470696206783,0.002928323179901025,0.007305693697383244,5.0,4.0,350.0,0.13178914456515112,0.006682270901703802,0.6840803100504247
xgb,15d,79,0.12395917266488007,COMPLETE,,,,,,,,,,,0 days 00:00:00.737098,,,0.5836796797063767,0.6839747912543287,0.0001346304275125104,0.015185399589014001,4.0,2.0,1150.0,0.00022640684313884638,0.00014648966905469964,0.8995940247136771
xgb,15d,80,0.12439124320372412,COMPLETE,,,,,,,,,,,0 days 00:00:00.447942,,,0.607128854451594,0.5406078545714547,0.0004619148571617288,0.03580473245042348,7.0,1.0,200.0,0.07302039323330474,0.017942981051766883,0.8289222446664304
xgb,15d,81,0.10912223029821606,COMPLETE,,,,,,,,,,,0 days 00:00:00.431280,,,0.43733761709267405,0.7214141683177473,0.0006870807805030093,0.004943027159050894,3.0,3.0,700.0,0.024742902980946696,0.6288989714563847,0.9306606100951612
xgb,15d,82,0.10891279641275989,COMPLETE,,,,,,,,,,,0 days 00:00:00.391732,,,0.47168161934726155,0.7308016421249228,0.0005912317491585515,0.006274204187303222,3.0,3.0,650.0,0.02484593195303483,8.183065193190602,0.9308484969159506
xgb,15d,83,0.10899960495052093,COMPLETE,,,,,,,,,,,0 days 00:00:00.480965,,,0.47054385332096615,0.6692857136857837,0.0006281455266445338,0.0047089210435534885,3.0,3.0,900.0,0.02841052833846896,3.4313538716508756,0.9283613856098658
xgb,15d,84,0.10955629165634495,COMPLETE,,,,,,,,,,,0 days 00:00:00.483680,,,0.5095124308025201,0.6605246760345801,0.0012242269193505216,0.004473178942806781,3.0,3.0,900.0,0.008719104436915742,7.440566128529454,0.93222911770366
xgb,15d,85,0.11833598961778596,COMPLETE,,,,,,,,,,,0 days 00:00:00.540705,,,0.5022065417786393,0.6689954546427735,0.001035704293599494,0.0019442967158951345,3.0,3.0,1000.0,0.004677675780583179,8.098372900835086,0.9348402342806662
xgb,15d,86,0.10959292296128449,COMPLETE,,,,,,,,,,,0 days 00:00:00.458586,,,0.4677060141033217,0.6512490116559717,0.0012890355733263983,0.004378286272341032,3.0,3.0,850.0,0.00963845192503887,5.948903525283058,0.9570540689281776
xgb,15d,87,0.10919305276996041,COMPLETE,,,,,,,,,,,0 days 00:00:00.485941,,,0.4660497408938103,0.6532483135477861,0.0016707556592907118,0.004623714999278778,3.0,3.0,900.0,0.007490092935642054,5.969799417337706,0.8918289648235886
xgb,15d,88,0.10920929131635501,COMPLETE,,,,,,,,,,,0 days 00:00:00.495268,,,0.46879176292953695,0.6307324006474733,0.001823932803242119,0.004477913627665713,3.0,4.0,900.0,0.008005834342240652,5.848333438700965,0.8548827062766062
xgb,15d,89,0.10916460469503304,COMPLETE,,,,,,,,,,,0 days 00:00:00.546508,,,0.4687818795491935,0.6544345630676696,0.0019715707228251285,0.004575636409925626,3.0,6.0,900.0,0.004920215950035154,9.821038269514322,0.8529014882441941
xgb,15d,90,0.10883351244917837,COMPLETE,,,,,,,,,,,0 days 00:00:00.488743,,,0.4668865781757348,0.6298488554376149,0.001964604780619683,0.0049601107304402155,3.0,6.0,900.0,0.009202804535539084,6.276197829627704,0.8493537629266921
xgb,15d,91,0.10926929975229341,COMPLETE,,,,,,,,,,,0 days 00:00:00.498444,,,0.46416494896807625,0.6360972442766564,0.0019415216843058644,0.004700115163964801,3.0,6.0,900.0,0.008978585424645033,9.61542854538796,0.842973281911854
xgb,15d,92,0.1091599216233007,COMPLETE,,,,,,,,,,,0 days 00:00:00.491241,,,0.46548558316820254,0.6315586978312151,0.002016387748256972,0.00462895054840361,3.0,7.0,900.0,0.008692816509480207,5.628060112402632,0.8402957526307908
xgb,15d,93,0.10924106080516872,COMPLETE,,,,,,,,,,,0 days 00:00:00.496284,,,0.4554053456204657,0.6306202339172438,0.002068161353335357,0.004769684783959088,3.0,8.0,900.0,0.004817536042095593,9.849065424256617,0.8396474549821891
xgb,15d,94,0.10907956848794483,COMPLETE,,,,,,,,,,,0 days 00:00:00.571606,,,0.4654647693481472,0.5919755515477805,0.002260807786558546,0.004928473704966317,3.0,8.0,1100.0,0.0019201735663417078,9.825910336215436,0.8469013334969958
xgb,15d,95,0.1092075450808994,COMPLETE,,,,,,,,,,,0 days 00:00:00.566766,,,0.4460184233767326,0.5917950048870293,0.0028194652403595844,0.003747051944983363,3.0,8.0,1100.0,0.001977628776250733,2.8803861124417525,0.8089346857839219
xgb,15d,96,0.10909737886588859,COMPLETE,,,,,,,,,,,0 days 00:00:00.570386,,,0.4768264069768777,0.5935628640203586,0.0032946348137203024,0.003817788485221376,3.0,8.0,1100.0,0.00229045086664318,2.3852990170708397,0.8101315030356933
xgb,15d,97,0.10951232775226054,COMPLETE,,,,,,,,,,,0 days 00:00:00.581757,,,0.4482344822584252,0.5960544732897414,0.0028568581430920776,0.0037086401119260006,3.0,8.0,1100.0,0.0019076676876971822,2.8897412876147324,0.8041792440351953
xgb,15d,98,0.10795450420981624,COMPLETE,,,,,,,,,,,0 days 00:00:00.521817,,,0.423574059537442,0.5734670227765164,0.0024178822461822587,0.0029068348827067194,3.0,10.0,1000.0,0.0017766105584030214,3.7745745906555177,0.8123512383562029
xgb,15d,99,0.12009405227301681,COMPLETE,,,,,,,,,,,0 days 00:00:02.324470,,,0.41687348131177376,0.545324325692793,0.004076195173127134,0.002271409290254851,10.0,10.0,1000.0,0.0013354186426473172,1.4995797741470909,0.7798343322790109
xgb,15d,100,0.10806384358819586,COMPLETE,,,,,,,,,,,0 days 00:00:00.733301,,,0.42825598899739853,0.570544055743485,0.0015484236267957732,0.002705243266285612,4.0,7.0,1200.0,0.0035488522913191814,4.547649137108326,0.824836111832165
xgb,15d,101,0.10793135388233832,COMPLETE,,,,,,,,,,,0 days 00:00:00.515337,,,0.43191678134857187,0.5292760896824443,0.001560193640176835,0.003179134573180619,3.0,7.0,1000.0,0.0028478280965535336,4.697447033288778,0.8300825228326293
xgb,15d,102,0.10785494421018432,COMPLETE,,,,,,,,,,,0 days 00:00:00.583163,,,0.4311339440147294,0.5163160512099966,0.0025120121348124846,0.002743666306284677,3.0,7.0,1200.0,0.002735329009625028,4.052166903263762,0.8175390574702929
xgb,15d,103,0.10809550864384579,COMPLETE,,,,,,,,,,,0 days 00:00:00.748047,,,0.42930321035465796,0.5219485834401574,0.002461321358916507,0.0026390168123733375,4.0,7.0,1250.0,0.0011881923155779481,4.406895411839051,0.8219091708767826
xgb,15d,104,0.11274337730066064,COMPLETE,,,,,,,,,,,0 days 00:00:00.720238,,,0.4242804224325119,0.5218853902123706,0.002507025906432531,0.0015918304707514405,4.0,9.0,1200.0,0.001094310689257186,4.178121335848352,0.8247640782917447
xgb,15d,105,0.10815455469444968,COMPLETE,,,,,,,,,,,0 days 00:00:00.746619,,,0.4311066175121629,0.4834805527569788,0.0041604680342219565,0.002658997494802364,4.0,7.0,1250.0,0.00266943023651572,1.2995637577343027,0.793229747094177
xgb,15d,106,0.10832193590207914,COMPLETE,,,,,,,,,,,0 days 00:00:00.762037,,,0.40983995710712184,0.48712889262379255,0.004258622190811025,0.0028583499453161704,4.0,7.0,1250.0,0.0007362059674010814,1.7001856177014332,0.7886666230798367
xgb,15d,107,0.10829905520774714,COMPLETE,,,,,,,,,,,0 days 00:00:00.768034,,,0.416595955214559,0.4823702898921839,0.007079078616985727,0.002831535555218893,4.0,7.0,1300.0,0.0007812805167262426,1.3061395766933117,0.797051291638082
xgb,15d,108,0.1081930541868418,COMPLETE,,,,,,,,,,,0 days 00:00:00.768134,,,0.4110879834879273,0.4816941106122062,0.007211427464142194,0.002685109030840299,4.0,7.0,1300.0,0.0007710938418697283,1.4733942171289605,0.7845839601669977
xgb,15d,109,0.11057554364631132,COMPLETE,,,,,,,,,,,0 days 00:00:00.979989,,,0.4068974983451431,0.4861601997953328,0.007091314951401629,0.002623309590258961,5.0,7.0,1300.0,0.0006496663880598705,1.231193912893794,0.7688539722686588
xgb,15d,110,0.11526003393348622,COMPLETE,,,,,,,,,,,0 days 00:00:00.748561,,,0.4280454203192559,0.4742683350177594,0.008693242198589402,0.0014334297944335853,4.0,7.0,1250.0,0.0014624669547539798,1.66428547257517,0.7891829662876021
xgb,15d,111,0.10830938849539357,COMPLETE,,,,,,,,,,,0 days 00:00:00.806274,,,0.4130933809807813,0.5026699728246533,0.004625127377130523,0.0021246500327942045,4.0,7.0,1350.0,0.0007477830131061642,2.231408795834572,0.7953297567331935
xgb,15d,112,0.11017806401743882,COMPLETE,,,,,,,,,,,0 days 00:00:01.079292,,,0.41239123592902777,0.5078190151693294,0.004574231803546014,0.0021604737714710155,5.0,7.0,1450.0,0.0007187334365488748,2.21212898577815,0.799517644873005
xgb,15d,113,0.10858539833972566,COMPLETE,,,,,,,,,,,0 days 00:00:00.774742,,,0.4010300192629052,0.4642121386386485,0.005464623918729785,0.0029891799133037926,4.0,9.0,1300.0,0.00326655907649236,0.8195024663297137,0.7654398196186523
xgb,15d,114,0.10822125872384042,COMPLETE,,,,,,,,,,,0 days 00:00:00.781501,,,0.4040542884240175,0.461889236484277,0.011128743259156354,0.0028110097125806327,4.0,9.0,1300.0,0.0036390745474837614,0.857266466364879,0.7448406929791423
xgb,15d,115,0.11081365115513522,COMPLETE,,,,,,,,,,,0 days 00:00:00.967350,,,0.4009815801976158,0.46156453362964645,0.01503449606931521,0.0029827166463220296,5.0,9.0,1300.0,0.0031264435524098913,0.8477715145712608,0.7406149060582187
xgb,15d,116,0.11004874286711125,COMPLETE,,,,,,,,,,,0 days 00:00:00.739408,,,0.4199705675436529,0.5226417923637103,0.005979429450839812,0.0018489773851148663,4.0,10.0,1200.0,0.000980998581869816,1.304421876012173,0.7729388565878352
xgb,15d,117,0.1082536627081855,COMPLETE,,,,,,,,,,,0 days 00:00:00.797641,,,0.4310639215623753,0.49527284778238734,0.011728879151842083,0.0025967311141309084,4.0,9.0,1350.0,0.0007799275506104141,0.7443928324845845,0.7599376425301805
xgb,15d,118,0.10830042941639902,COMPLETE,,,,,,,,,,,0 days 00:00:00.787344,,,0.43203847855400135,0.4948830356714288,0.010361233040853342,0.002466597903715369,4.0,7.0,1350.0,0.00048454208927403166,0.5202904809047207,0.8194159441531549
xgb,15d,119,0.11521813463696612,COMPLETE,,,,,,,,,,,0 days 00:00:01.017302,,,0.4330274078224167,0.5003248355338132,0.011331462060675897,0.0012878337229595676,5.0,11.0,1400.0,0.00044853211582444234,4.311827352987889,0.8220260134016468
xgb,15d,120,0.10824520911289702,COMPLETE,,,,,,,,,,,0 days 00:00:00.811778,,,0.43448178600113363,0.43140074063606754,0.01999718360209613,0.0024720823611927025,4.0,8.0,1350.0,0.0005374406599100025,0.4500366108450642,0.7205193749846238
xgb,15d,121,0.10797803221196056,COMPLETE,,,,,,,,,,,0 days 00:00:00.746790,,,0.431110967428261,0.4067783354651112,0.01978630870492009,0.002031912840573566,4.0,8.0,1350.0,0.0005560878294002204,0.5801611123251201,0.7110923331454333
xgb,15d,122,0.10821258705830011,COMPLETE,,,,,,,,,,,0 days 00:00:00.895634,,,0.4372910844991832,0.41504868430269815,0.02297127725655263,0.002621879669034833,4.0,8.0,1550.0,0.00028080232688378027,0.6830419260737721,0.7095856969658988
xgb,15d,123,0.10892440716326296,COMPLETE,,,,,,,,,,,0 days 00:00:00.838671,,,0.4505132875314151,0.4040318524175853,0.021325745889504463,0.0016576388431101016,4.0,9.0,1550.0,0.00021415857873165544,0.6622516095072051,0.7005581844394889
xgb,15d,124,0.11093608641041658,COMPLETE,,,,,,,,,,,0 days 00:00:01.085388,,,0.4403883501360468,0.42194240917706166,0.02109163534552684,0.002540019958582809,5.0,8.0,1450.0,0.0012731381863826136,1.0290615419338525,0.7177213853992482
xgb,15d,125,0.1091251885754528,COMPLETE,,,,,,,,,,,0 days 00:00:00.751096,,,0.424819138674105,0.44222309601206977,0.016720044964000456,0.002016993628064998,4.0,9.0,1200.0,0.0003084388170303685,0.4259848432688002,0.7594179392462185
xgb,15d,126,0.10894165259805787,COMPLETE,,,,,,,,,,,0 days 00:00:00.826842,,,0.4496029491918145,0.44814028585552124,0.03258159014391397,0.003119896850151414,4.0,10.0,1400.0,0.0005248468525782721,0.48232181697854526,0.7299031081501799
xgb,15d,127,0.11043611988169008,COMPLETE,,,,,,,,,,,0 days 00:00:00.971876,,,0.41852811436388015,0.4272547147914814,0.012360858391364714,0.0026657058922191393,5.0,8.0,1300.0,0.00015866680412290183,1.1965464482891826,0.7304557926451539
xgb,15d,128,0.11534122039005633,COMPLETE,,,,,,,,,,,0 days 00:00:00.978924,,,0.4360860142448122,0.5580955091275441,0.05090803941743938,0.0010232768956037572,4.0,8.0,1700.0,0.0003135798900055289,2.789861609380404,0.7429848855805415
xgb,15d,129,0.11567959304462147,COMPLETE,,,,,,,,,,,0 days 00:00:01.710971,,,0.747596328693373,0.534591722934613,0.02615031092508692,0.0018149035330388829,6.0,7.0,1500.0,0.0024851050434187847,0.6971000163573676,0.7537385469449595
xgb,15d,130,0.10837065452207935,COMPLETE,,,,,,,,,,,0 days 00:00:00.812550,,,0.42515221621619625,0.4747523042685837,0.00775037968259037,0.0022296212857579358,4.0,11.0,1350.0,0.0015792563749553602,0.9200550354725289,0.7105842029715356
xgb,15d,131,0.10827568236494031,COMPLETE,,,,,,,,,,,0 days 00:00:00.801267,,,0.43343617392237327,0.49254074736073616,0.009536830652306705,0.0024255641343927554,4.0,7.0,1350.0,0.0005870821251750631,0.5279229396017925,0.8188106090881885
xgb,15d,132,0.10894994047041391,COMPLETE,,,,,,,,,,,0 days 00:00:00.753138,,,0.4374154678921482,0.4194273123942085,0.013712449703917138,0.003471479749617235,4.0,6.0,1250.0,0.0010555527455072074,1.3935767056705903,0.7863190782325017
xgb,15d,133,0.11004806475752951,COMPLETE,,,,,,,,,,,0 days 00:00:00.904112,,,0.4526090036354684,0.43802220535967273,0.01972458156884208,0.0025644989704020887,5.0,8.0,1200.0,0.0003800138331355913,0.3609175486036457,0.8169294514070452
xgb,15d,134,0.10932074534863732,COMPLETE,,,,,,,,,,,0 days 00:00:00.840965,,,0.40040354131918815,0.4581525982743303,0.0064713769969431435,0.003237168058083396,4.0,9.0,1450.0,0.0005718074717589269,1.902454906006662,0.8311710623641472
